year,month,day,avg_temperature,precipitation,dayofyear
2017,3,12,8.14,4.2,71
2017,3,11,6.8,9.4,70
2017,3,10,6.15,4.0,69
2017,3,9,2.9,8.2,68
2017,3,8,3.95,2.2,67
2017,3,7,2.65,10.4,66
2017,3,6,3.3,1.0,65
2017,3,5,2.25,8.6,64
2017,3,4,3.8,0.0,63
2017,3,3,6.25,7.4,62
2017,3,2,5.95,4.4,61
2017,3,1,5.5,0.8,60
2017,2,28,2.0,1.0,59
2017,2,27,0.85,0.0,58
2017,2,26,3.55,4.0,57
2017,2,25,1.09,0.4,56
2017,2,24,4.45,0.0,55
2017,2,23,2.65,0.0,54
2017,2,22,3.55,0.0,53
2017,2,21,4.45,1.8,52
2017,2,20,6.35,1.0,51
2017,2,19,6.44,7.0,50
2017,2,18,5.55,1.2,49
2017,2,17,7.6,0.8,48
2017,2,16,8.75,1.6,47
2017,2,15,9.85,26.8,46
2017,2,14,5.65,7.4,45
2017,2,13,3.05,0.0,44
2017,2,12,3.5,0.0,43
2017,2,11,3.2,0.0,42
2017,2,10,4.6,2.8,41
2017,2,9,3.15,20.0,40
2017,2,8,-4.0,5.6,39
2017,2,7,-2.2,0.0,38
2017,2,6,-1.75,6.6,37
2017,2,5,-0.4,1.6,36
2017,2,4,0.45,24.0,35
2017,2,3,-0.75,15.2,34
2017,2,2,0.0,0.0,33
2017,2,1,1.25,0.0,32
2017,1,31,2.75,0.0,31
2017,1,30,3.84,0.0,30
2017,1,29,5.3,0.8,29
2017,1,28,4.95,0.0,28
2017,1,27,5.55,0.0,27
2017,1,26,3.2,0.0,26
2017,1,25,3.95,0.0,25
2017,1,24,1.4,0.0,24
2017,1,23,2.6,0.0,23
2017,1,22,4.7,2.8,22
2017,1,21,7.35,1.6,21
2017,1,20,4.45,0.4,20
2017,1,19,7.15,20.8,19
2017,1,18,9.65,26.0,18
2017,1,17,6.85,28.4,17
2017,1,16,3.1,4.4,16
2017,1,15,0.8,0.0,15
2017,1,14,-1.94,0.0,14
2017,1,13,-3.15,0.0,13
2017,1,12,-3.55,0.0,12
2017,1,11,-2.45,0.0,11
2017,1,10,-0.44,0.0,10
2017,1,9,3.35,2.6,9
2017,1,8,2.0,11.0,8
2017,1,7,-1.09,0.0,7
2017,1,6,0.6,0.0,6
2017,1,5,-2.95,0.0,5
2017,1,4,-3.1,0.0,4
2017,1,3,-3.7,0.0,3
2017,1,2,-2.29,0.0,2
2017,1,1,-0.04,0.0,1
2016,12,31,-0.44,13.2,366
2016,12,30,1.95,0.0,365
2016,12,29,2.3,9.0,364
2016,12,28,2.09,5.0,363
2016,12,27,3.1,1.6,362
2016,12,26,0.6,19.4,361
2016,12,25,-1.45,0.0,360
2016,12,24,1.0,0.8,359
2016,12,23,3.2,15.4,358
2016,12,22,3.45,1.2,357
2016,12,21,3.45,0.0,356
2016,12,20,4.9,4.8,355
2016,12,19,2.95,14.4,354
2016,12,18,-0.34,4.2,353
2016,12,17,-4.94,0.0,352
2016,12,16,-5.2,0.0,351
2016,12,15,-3.6,0.0,350
2016,12,14,-4.2,0.0,349
2016,12,13,-2.5,0.0,348
2016,12,12,-0.5,6.4,347
2016,12,11,4.34,13.4,346
2016,12,10,1.2,6.2,345
2016,12,9,-0.5,8.0,344
2016,12,8,-2.2,0.0,343
2016,12,7,-2.85,0.0,342
2016,12,6,0.19,0.0,341
2016,12,5,1.14,16.4,340
2016,12,4,3.05,0.0,339
2016,12,3,5.35,4.2,338
2016,12,2,6.94,12.8,337
2016,12,1,4.55,1.8,336
2016,11,30,7.2,19.8,335
2016,11,29,6.3,2.6,334
2016,11,28,5.65,0.8,333
2016,11,27,5.3,24.6,332
2016,11,26,6.1,31.0,331
2016,11,25,6.15,6.0,330
2016,11,24,7.6,17.8,329
2016,11,23,8.0,5.2,328
2016,11,22,8.15,28.0,327
2016,11,21,9.15,0.0,326
2016,11,20,10.5,2.4,325
2016,11,19,8.75,2.0,324
2016,11,18,5.85,0.0,323
2016,11,17,7.0,0.0,322
2016,11,16,6.7,4.2,321
2016,11,15,8.39,3.6,320
2016,11,14,9.1,0.2,319
2016,11,13,8.94,14.6,318
2016,11,12,10.8,7.0,317
2016,11,11,12.15,3.0,316
2016,11,10,11.05,0.0,315
2016,11,9,13.4,9.0,314
2016,11,8,15.8,0.8,313
2016,11,7,12.35,2.6,312
2016,11,6,10.85,0.8,311
2016,11,5,12.39,19.8,310
2016,11,4,9.85,0.4,309
2016,11,3,12.39,0.0,308
2016,11,2,11.35,26.4,307
2016,11,1,9.94,7.6,306
2016,10,31,9.8,13.6,305
2016,10,30,7.8,2.0,304
2016,10,29,8.6,6.4,303
2016,10,28,13.3,1.2,302
2016,10,27,11.95,7.2,301
2016,10,26,9.6,9.0,300
2016,10,25,11.7,2.4,299
2016,10,24,11.5,3.2,298
2016,10,23,13.0,1.6,297
2016,10,22,9.69,0.4,296
2016,10,21,9.9,5.2,295
2016,10,20,11.95,9.6,294
2016,10,19,11.25,6.8,293
2016,10,18,10.65,11.4,292
2016,10,17,11.3,11.0,291
2016,10,16,11.85,11.4,290
2016,10,15,11.7,9.0,289
2016,10,14,12.35,23.2,288
2016,10,13,11.9,21.6,287
2016,10,12,7.85,0.6,286
2016,10,11,6.1,0.0,285
2016,10,10,9.05,0.0,284
2016,10,9,9.3,0.0,283
2016,10,8,10.6,22.8,282
2016,10,7,13.4,6.0,281
2016,10,6,12.55,13.4,280
2016,10,5,13.85,1.2,279
2016,10,4,13.05,1.6,278
2016,10,3,11.75,0.6,277
2016,10,2,12.55,0.2,276
2016,10,1,12.35,0.8,275
2016,9,30,9.75,0.0,274
2016,9,29,10.6,0.0,273
2016,9,28,11.1,0.0,272
2016,9,27,14.15,0.0,271
2016,9,26,13.65,0.0,270
2016,9,25,15.35,0.2,269
2016,9,24,12.9,0.8,268
2016,9,23,12.85,8.8,267
2016,9,22,13.8,0.0,266
2016,9,21,12.75,0.0,265
2016,9,20,13.45,0.4,264
2016,9,19,14.75,28.8,263
2016,9,18,15.15,2.0,262
2016,9,17,15.55,17.6,261
2016,9,16,16.64,0.2,260
2016,9,15,14.7,0.0,259
2016,9,14,14.0,0.0,258
2016,9,13,14.4,0.0,257
2016,9,12,13.2,0.0,256
2016,9,11,14.55,0.0,255
2016,9,10,17.29,0.0,254
2016,9,9,15.35,0.0,253
2016,9,8,15.7,0.0,252
2016,9,7,15.3,3.0,251
2016,9,6,15.0,1.2,250
2016,9,5,13.95,0.8,249
2016,9,4,13.75,0.0,248
2016,9,3,15.05,10.2,247
2016,9,2,15.3,1.6,246
2016,9,1,15.25,2.8,245
2016,8,31,17.1,5.8,244
2016,8,30,17.75,0.0,243
2016,8,29,18.1,0.0,242
2016,8,28,16.85,0.8,241
2016,8,27,19.95,0.0,240
2016,8,26,20.6,0.0,239
2016,8,25,20.2,0.0,238
2016,8,24,18.89,0.0,237
2016,8,23,16.5,0.0,236
2016,8,22,17.6,0.0,235
2016,8,21,17.7,0.0,234
2016,8,20,19.39,0.0,233
2016,8,19,21.29,0.0,232
2016,8,18,19.64,0.0,231
2016,8,17,18.95,0.0,230
2016,8,16,18.95,0.0,229
2016,8,15,18.75,0.0,228
2016,8,14,19.45,0.0,227
2016,8,13,20.29,0.0,226
2016,8,12,19.35,0.0,225
2016,8,11,18.04,0.0,224
2016,8,10,19.14,0.0,223
2016,8,9,17.3,4.8,222
2016,8,8,16.75,0.0,221
2016,8,7,17.45,0.0,220
2016,8,6,16.45,0.0,219
2016,8,5,18.55,0.0,218
2016,8,4,17.29,0.0,217
2016,8,3,17.64,1.8,216
2016,8,2,16.05,0.6,215
2016,8,1,17.79,0.0,214
2016,7,31,17.89,0.0,213
2016,7,30,18.1,0.0,212
2016,7,29,20.6,0.0,211
2016,7,28,20.3,0.0,210
2016,7,27,19.64,0.0,209
2016,7,26,18.5,0.0,208
2016,7,25,19.45,0.0,207
2016,7,24,18.55,0.0,206
2016,7,23,17.45,0.0,205
2016,7,22,19.95,0.0,204
2016,7,21,18.5,0.0,203
2016,7,20,20.05,0.0,202
2016,7,19,19.55,0.0,201
2016,7,18,19.45,0.0,200
2016,7,17,17.7,0.0,199
2016,7,16,18.2,0.0,198
2016,7,15,17.25,0.0,197
2016,7,14,17.3,0.8,196
2016,7,13,17.85,7.8,195
2016,7,12,18.64,1.2,194
2016,7,11,17.64,0.8,193
2016,7,10,17.04,0.0,192
2016,7,9,17.35,20.0,191
2016,7,8,17.79,0.0,190
2016,7,7,16.45,2.6,189
2016,7,6,16.7,0.0,188
2016,7,5,15.85,0.8,187
2016,7,4,17.39,1.2,186
2016,7,3,17.89,0.0,185
2016,7,2,19.35,0.0,184
2016,7,1,17.0,0.2,183
2016,6,30,17.05,0.0,182
2016,6,29,18.39,0.0,181
2016,6,28,17.85,0.0,180
2016,6,27,19.0,0.0,179
2016,6,26,16.8,0.0,178
2016,6,25,16.25,0.2,177
2016,6,24,15.8,0.0,176
2016,6,23,16.25,12.6,175
2016,6,22,16.8,1.4,174
2016,6,21,16.75,0.0,173
2016,6,20,15.2,0.0,172
2016,6,19,14.85,0.2,171
2016,6,18,14.1,13.6,170
2016,6,17,14.6,0.0,169
2016,6,16,12.65,0.0,168
2016,6,15,11.85,2.4,167
2016,6,14,11.75,5.8,166
2016,6,13,15.35,2.4,165
2016,6,12,15.8,0.0,164
2016,6,11,13.89,8.0,163
2016,6,10,14.55,0.6,162
2016,6,9,14.39,0.0,161
2016,6,8,15.3,0.0,160
2016,6,7,17.7,0.0,159
2016,6,6,18.85,0.0,158
2016,6,5,20.35,0.0,157
2016,6,4,18.85,0.0,156
2016,6,3,18.39,0.0,155
2016,6,2,16.75,2.4,154
2016,6,1,17.5,8.6,153
2016,5,31,15.25,0.0,152
2016,5,30,13.64,0.0,151
2016,5,29,12.6,0.0,150
2016,5,28,11.89,24.2,149
2016,5,27,12.45,9.8,148
2016,5,26,12.65,9.2,147
2016,5,25,15.85,0.0,146
2016,5,24,15.35,0.0,145
2016,5,23,15.1,0.2,144
2016,5,22,15.1,0.4,143
2016,5,21,14.0,0.0,142
2016,5,20,13.39,1.2,141
2016,5,19,12.1,5.6,140
2016,5,18,15.5,0.0,139
2016,5,17,14.65,0.0,138
2016,5,16,13.75,0.0,137
2016,5,15,15.15,0.0,136
2016,5,14,16.95,0.0,135
2016,5,13,15.2,0.0,134
2016,5,12,14.05,0.0,133
2016,5,11,15.75,0.0,132
2016,5,10,13.75,0.0,131
2016,5,9,12.6,0.0,130
2016,5,8,13.05,0.0,129
2016,5,7,15.7,0.0,128
2016,5,6,14.25,0.0,127
2016,5,5,12.85,0.0,126
2016,5,4,12.05,1.4,125
2016,5,3,16.8,0.0,124
2016,5,2,17.05,0.0,123
2016,5,1,13.2,0.0,122
2016,4,30,10.55,0.0,121
2016,4,29,13.3,0.0,120
2016,4,28,13.7,0.0,119
2016,4,27,11.1,0.0,118
2016,4,26,10.8,0.0,117
2016,4,25,10.6,0.0,116
2016,4,24,11.5,1.2,115
2016,4,23,13.95,2.2,114
2016,4,22,12.35,6.4,113
2016,4,21,15.95,0.2,112
2016,4,20,14.25,0.0,111
2016,4,19,13.45,0.0,110
2016,4,18,14.89,0.0,109
2016,4,17,10.35,0.0,108
2016,4,16,10.95,0.0,107
2016,4,15,10.8,0.0,106
2016,4,14,9.44,0.6,105
2016,4,13,9.6,0.0,104
2016,4,12,9.85,4.6,103
2016,4,11,11.25,0.0,102
2016,4,10,10.9,0.0,101
2016,4,9,11.8,0.0,100
2016,4,8,12.0,0.0,99
2016,4,7,10.3,0.0,98
2016,4,6,13.05,0.0,97
2016,4,5,9.25,1.6,96
2016,4,4,11.6,6.2,95
2016,4,3,11.15,1.2,94
2016,4,2,11.65,0.0,93
2016,4,1,12.25,0.0,92
2016,3,31,11.0,0.0,91
2016,3,30,9.19,0.0,90
2016,3,29,7.3,0.0,89
2016,3,28,7.5,0.0,88
2016,3,27,8.65,13.6,87
2016,3,26,8.5,2.2,86
2016,3,25,7.25,0.0,85
2016,3,24,8.3,0.4,84
2016,3,23,8.75,12.2,83
2016,3,22,10.3,0.0,82
2016,3,21,10.64,5.4,81
2016,3,20,9.8,9.6,80
2016,3,19,8.5,0.0,79
2016,3,18,6.1,0.0,78
2016,3,17,4.45,0.0,77
2016,3,16,5.09,0.0,76
2016,3,15,5.85,0.6,75
2016,3,14,7.25,3.4,74
2016,3,13,6.65,14.6,73
2016,3,12,7.85,4.8,72
2016,3,11,6.94,5.2,71
2016,3,10,9.0,11.4,70
2016,3,9,8.5,23.2,69
2016,3,8,7.1,1.2,68
2016,3,7,7.65,8.6,67
2016,3,6,10.0,7.0,66
2016,3,5,12.05,3.6,65
2016,3,4,10.0,10.4,64
2016,3,3,10.3,5.4,63
2016,3,2,9.05,6.6,62
2016,3,1,8.5,12.2,61
2016,2,29,8.05,2.2,60
2016,2,28,9.1,8.0,59
2016,2,27,9.3,0.8,58
2016,2,26,6.9,1.2,57
2016,2,25,6.7,0.0,56
2016,2,24,7.1,0.0,55
2016,2,23,2.84,0.0,54
2016,2,22,5.9,0.0,53
2016,2,21,4.64,1.0,52
2016,2,20,7.3,0.0,51
2016,2,19,8.1,7.2,50
2016,2,18,8.94,21.0,49
2016,2,17,8.19,7.8,48
2016,2,16,7.85,0.0,47
2016,2,15,8.4,23.4,46
2016,2,14,8.15,8.6,45
2016,2,13,7.7,13.2,44
2016,2,12,10.8,15.4,43
2016,2,11,7.65,8.8,42
2016,2,10,7.85,5.0,41
2016,2,9,7.3,0.0,40
2016,2,8,6.44,0.0,39
2016,2,7,4.65,0.4,38
2016,2,6,5.9,0.0,37
2016,2,5,8.4,8.0,36
2016,2,4,7.05,4.4,35
2016,2,3,5.94,12.2,34
2016,2,2,5.0,1.6,33
2016,2,1,4.34,1.2,32
2016,1,31,4.65,9.0,31
2016,1,30,4.55,1.8,30
2016,1,29,6.05,8.2,29
2016,1,28,8.1,12.8,28
2016,1,27,10.7,17.2,27
2016,1,26,8.65,11.8,26
2016,1,25,6.0,0.0,25
2016,1,24,5.95,1.0,24
2016,1,23,6.15,0.0,23
2016,1,22,9.15,14.0,22
2016,1,21,8.19,25.4,21
2016,1,20,4.4,2.0,20
2016,1,19,6.5,0.8,19
2016,1,18,7.95,4.6,18
2016,1,17,8.4,7.0,17
2016,1,16,6.85,12.8,16
2016,1,15,1.79,0.2,15
2016,1,14,5.3,0.8,14
2016,1,13,5.35,9.6,13
2016,1,12,6.15,16.8,12
2016,1,11,0.95,12.8,11
2016,1,10,2.0,0.0,10
2016,1,9,2.0,0.0,9
2016,1,8,3.75,0.0,8
2016,1,7,3.59,0.0,7
2016,1,6,4.55,1.8,6
2016,1,5,0.55,8.8,5
2016,1,4,0.74,0.8,4
2016,1,3,-1.2,0.0,3
2016,1,2,-1.95,0.0,2
2016,1,1,-1.74,0.0,1
2015,12,31,-1.35,0.0,365
2015,12,30,-0.95,0.0,364
2015,12,29,1.85,0.0,363
2015,12,28,2.09,0.4,362
2015,12,27,3.3,13.0,361
2015,12,26,1.85,0.2,360
2015,12,25,2.19,0.0,359
2015,12,24,3.55,1.4,358
2015,12,23,3.59,8.6,357
2015,12,22,2.4,7.4,356
2015,12,21,3.95,2.4,355
2015,12,20,4.94,7.2,354
2015,12,19,5.4,0.0,353
2015,12,18,5.7,14.6,352
2015,12,17,2.1,12.8,351
2015,12,16,2.7,0.0,350
2015,12,15,3.55,2.4,349
2015,12,14,4.25,0.8,348
2015,12,13,7.25,13.2,347
2015,12,12,5.09,26.4,346
2015,12,11,6.95,0.0,345
2015,12,10,8.3,9.0,344
2015,12,9,8.55,8.8,343
2015,12,8,10.95,16.6,342
2015,12,7,9.4,10.6,341
2015,12,6,9.05,18.8,340
2015,12,5,8.15,32.2,339
2015,12,4,7.4,3.0,338
2015,12,3,10.5,9.0,337
2015,12,2,8.9,2.2,336
2015,12,1,8.0,11.6,335
2015,11,30,1.1,0.0,334
2015,11,29,-0.1,0.0,333
2015,11,28,0.25,0.0,332
2015,11,27,1.14,0.0,331
2015,11,26,1.35,0.0,330
2015,11,25,1.14,0.0,329
2015,11,24,3.2,2.0,328
2015,11,23,4.25,6.2,327
2015,11,22,2.65,0.0,326
2015,11,21,1.4,0.0,325
2015,11,20,1.49,0.0,324
2015,11,19,2.65,0.0,323
2015,11,18,5.45,0.0,322
2015,11,17,9.3,5.8,321
2015,11,16,3.3,26.0,320
2015,11,15,6.94,1.8,319
2015,11,14,7.65,6.6,318
2015,11,13,10.1,7.0,317
2015,11,12,6.19,25.6,316
2015,11,11,7.1,4.2,315
2015,11,10,4.95,3.6,314
2015,11,9,6.05,0.0,313
2015,11,8,7.85,0.8,312
2015,11,7,9.4,46.2,311
2015,11,6,7.9,8.0,310
2015,11,5,7.75,1.8,309
2015,11,4,5.44,0.0,308
2015,11,3,6.19,0.0,307
2015,11,2,7.7,0.0,306
2015,11,1,9.35,25.2,305
2015,10,31,12.5,22.6,304
2015,10,30,11.89,16.4,303
2015,10,29,12.7,5.6,302
2015,10,28,10.6,15.8,301
2015,10,27,9.75,0.0,300
2015,10,26,11.75,6.6,299
2015,10,25,10.95,1.8,298
2015,10,24,8.14,0.0,297
2015,10,23,8.85,0.0,296
2015,10,22,9.94,0.0,295
2015,10,21,10.0,0.2,294
2015,10,20,11.55,0.0,293
2015,10,19,12.55,1.2,292
2015,10,18,13.35,1.0,291
2015,10,17,13.35,0.2,290
2015,10,16,10.05,0.0,289
2015,10,15,10.3,0.0,288
2015,10,14,9.65,0.0,287
2015,10,13,11.35,0.0,286
2015,10,12,12.14,10.8,285
2015,10,11,12.1,0.0,284
2015,10,10,15.8,13.4,283
2015,10,9,15.3,0.4,282
2015,10,8,15.14,0.0,281
2015,10,7,14.25,14.6,280
2015,10,6,12.75,2.2,279
2015,10,5,11.35,0.0,278
2015,10,4,11.5,0.0,277
2015,10,3,11.35,0.0,276
2015,10,2,11.85,0.0,275
2015,10,1,11.5,0.0,274
2015,9,30,12.1,0.0,273
2015,9,29,11.8,0.0,272
2015,9,28,10.8,0.0,271
2015,9,27,10.5,0.0,270
2015,9,26,11.35,0.0,269
2015,9,25,12.39,3.2,268
2015,9,24,14.15,4.8,267
2015,9,23,12.1,0.6,266
2015,9,22,12.0,0.0,265
2015,9,21,12.2,0.0,264
2015,9,20,16.7,0.4,263
2015,9,19,15.5,16.8,262
2015,9,18,14.6,1.4,261
2015,9,17,15.25,3.4,260
2015,9,16,14.55,0.0,259
2015,9,15,13.7,0.0,258
2015,9,14,12.1,0.0,257
2015,9,13,15.7,0.0,256
2015,9,12,17.7,0.0,255
2015,9,11,16.8,0.0,254
2015,9,10,16.14,0.0,253
2015,9,9,18.5,0.0,252
2015,9,8,16.8,3.4,251
2015,9,7,15.9,0.6,250
2015,9,6,14.3,0.2,249
2015,9,5,13.6,0.0,248
2015,9,4,12.25,0.0,247
2015,9,3,13.3,0.4,246
2015,9,2,13.4,4.6,245
2015,9,1,14.95,2.0,244
2015,8,31,15.35,22.2,243
2015,8,30,16.89,7.0,242
2015,8,29,18.25,18.6,241
2015,8,28,18.25,10.2,240
2015,8,27,20.04,0.0,239
2015,8,26,16.75,0.0,238
2015,8,25,15.95,0.0,237
2015,8,24,17.85,0.0,236
2015,8,23,17.2,0.0,235
2015,8,22,17.3,0.0,234
2015,8,21,17.64,0.0,233
2015,8,20,18.85,0.0,232
2015,8,19,20.55,0.0,231
2015,8,18,18.39,0.0,230
2015,8,17,17.0,0.0,229
2015,8,16,18.35,0.0,228
2015,8,15,17.55,0.4,227
2015,8,14,16.89,0.0,226
2015,8,13,20.05,0.0,225
2015,8,12,21.95,0.0,224
2015,8,11,19.35,0.0,223
2015,8,10,18.5,0.0,222
2015,8,9,19.6,5.6,221
2015,8,8,18.7,0.4,220
2015,8,7,18.39,0.0,219
2015,8,6,18.39,1.0,218
2015,8,5,16.85,2.4,217
2015,8,4,19.2,0.0,216
2015,8,3,18.8,0.0,215
2015,8,2,20.7,0.0,214
2015,8,1,20.55,0.0,213
2015,7,31,20.25,0.0,212
2015,7,30,20.2,0.0,211
2015,7,29,19.45,0.0,210
2015,7,28,18.04,0.0,209
2015,7,27,17.25,0.0,208
2015,7,26,16.1,8.2,207
2015,7,25,17.89,0.0,206
2015,7,24,16.14,11.2,205
2015,7,23,17.7,0.0,204
2015,7,22,18.14,0.0,203
2015,7,21,19.45,0.0,202
2015,7,20,20.39,0.0,201
2015,7,19,22.55,0.0,200
2015,7,18,21.45,0.0,199
2015,7,17,18.14,0.0,198
2015,7,16,18.89,0.0,197
2015,7,15,18.45,0.0,196
2015,7,14,18.05,0.0,195
2015,7,13,19.25,0.0,194
2015,7,12,20.1,0.0,193
2015,7,11,17.3,1.4,192
2015,7,10,19.45,0.0,191
2015,7,9,20.35,0.0,190
2015,7,8,19.5,0.0,189
2015,7,7,18.55,0.0,188
2015,7,6,21.8,0.0,187
2015,7,5,20.9,0.0,186
2015,7,4,20.65,0.0,185
2015,7,3,20.65,0.0,184
2015,7,2,21.2,0.0,183
2015,7,1,20.54,0.0,182
2015,6,30,20.35,0.0,181
2015,6,29,23.55,0.0,180
2015,6,28,22.15,0.0,179
2015,6,27,20.39,0.0,178
2015,6,26,21.25,0.0,177
2015,6,25,20.2,0.0,176
2015,6,24,19.2,0.0,175
2015,6,23,17.89,0.0,174
2015,6,22,18.14,0.0,173
2015,6,21,17.6,0.0,172
2015,6,20,16.14,0.0,171
2015,6,19,16.0,0.0,170
2015,6,18,17.45,4.2,169
2015,6,17,16.3,0.0,168
2015,6,16,17.8,0.0,167
2015,6,15,17.14,0.0,166
2015,6,14,16.05,0.0,165
2015,6,13,14.1,0.0,164
2015,6,12,15.6,0.0,163
2015,6,11,17.0,0.0,162
2015,6,10,17.3,0.0,161
2015,6,9,17.35,0.0,160
2015,6,8,19.05,0.0,159
2015,6,7,19.89,0.0,158
2015,6,6,17.55,0.0,157
2015,6,5,16.35,0.0,156
2015,6,4,16.75,0.0,155
2015,6,3,15.4,0.0,154
2015,6,2,14.95,6.6,153
2015,6,1,16.39,0.2,152
2015,5,31,15.3,0.0,151
2015,5,30,17.1,0.0,150
2015,5,29,18.39,0.0,149
2015,5,28,17.14,0.0,148
2015,5,27,17.25,0.0,147
2015,5,26,16.45,0.0,146
2015,5,25,15.39,0.0,145
2015,5,24,16.0,0.0,144
2015,5,23,15.6,0.0,143
2015,5,22,16.39,0.0,142
2015,5,21,16.8,0.0,141
2015,5,20,14.95,0.0,140
2015,5,19,16.1,0.0,139
2015,5,18,16.14,0.2,138
2015,5,17,14.85,0.0,137
2015,5,16,15.6,0.0,136
2015,5,15,14.45,0.0,135
2015,5,14,13.5,1.4,134
2015,5,13,14.55,0.0,133
2015,5,12,15.55,0.0,132
2015,5,11,13.6,0.8,131
2015,5,10,14.3,0.0,130
2015,5,9,14.95,0.0,129
2015,5,8,13.8,0.0,128
2015,5,7,12.15,0.0,127
2015,5,6,11.2,0.0,126
2015,5,5,11.0,0.9,125
2015,5,4,12.45,1.8,124
2015,5,3,9.19,0.0,123
2015,5,2,11.35,0.0,122
2015,5,1,12.6,0.0,121
2015,4,30,11.3,0.0,120
2015,4,29,10.85,0.0,119
2015,4,28,12.25,1.2,118
2015,4,27,13.9,4.0,117
2015,4,26,9.69,0.6,116
2015,4,25,8.6,5.8,115
2015,4,24,8.5,16.4,114
2015,4,23,7.8,8.8,113
2015,4,22,10.15,0.0,112
2015,4,21,11.7,4.2,111
2015,4,20,11.8,0.0,110
2015,4,19,9.5,0.0,109
2015,4,18,9.65,0.0,108
2015,4,17,9.94,0.0,107
2015,4,16,8.85,0.0,106
2015,4,15,7.85,0.0,105
2015,4,14,7.65,0.6,104
2015,4,13,7.19,5.8,103
2015,4,12,7.75,1.0,102
2015,4,11,8.8,0.0,101
2015,4,10,9.5,1.6,100
2015,4,9,10.05,0.0,99
2015,4,8,8.55,0.0,98
2015,4,7,8.05,0.0,97
2015,4,6,7.85,0.0,96
2015,4,5,5.95,0.0,95
2015,4,4,7.2,0.0,94
2015,4,3,8.6,1.4,93
2015,4,2,7.75,0.0,92
2015,4,1,8.1,0.0,91
2015,3,31,9.5,4.2,90
2015,3,30,13.25,1.8,89
2015,3,29,9.4,19.8,88
2015,3,28,11.7,3.0,87
2015,3,27,12.35,2.8,86
2015,3,26,14.75,0.0,85
2015,3,25,9.05,30.2,84
2015,3,24,9.0,0.0,83
2015,3,23,8.5,6.4,82
2015,3,22,8.9,5.2,81
2015,3,21,10.15,10.4,80
2015,3,20,10.65,20.0,79
2015,3,19,10.0,14.2,78
2015,3,18,9.55,0.0,77
2015,3,17,6.94,0.0,76
2015,3,16,6.75,0.2,75
2015,3,15,7.35,13.6,74
2015,3,14,11.0,15.4,73
2015,3,13,9.55,1.2,72
2015,3,12,12.75,0.0,71
2015,3,11,10.35,8.2,70
2015,3,10,5.69,0.0,69
2015,3,9,5.5,0.0,68
2015,3,8,5.9,0.0,67
2015,3,7,5.94,0.0,66
2015,3,6,5.55,0.0,65
2015,3,5,5.19,0.0,64
2015,3,4,3.2,0.0,63
2015,3,3,3.45,0.0,62
2015,3,2,5.3,0.0,61
2015,3,1,3.8,2.4,60
2015,2,28,4.0,0.0,59
2015,2,27,5.9,2.8,58
2015,2,26,7.19,1.0,57
2015,2,25,5.65,2.4,56
2015,2,24,4.55,0.0,55
2015,2,23,4.3,0.0,54
2015,2,22,4.5,0.0,53
2015,2,21,5.3,0.0,52
2015,2,20,7.2,0.0,51
2015,2,19,8.6,0.0,50
2015,2,18,7.55,0.2,49
2015,2,17,4.25,0.0,48
2015,2,16,4.64,0.0,47
2015,2,15,6.35,0.0,46
2015,2,14,7.1,0.0,45
2015,2,13,10.19,4.2,44
2015,2,12,9.35,10.0,43
2015,2,11,8.94,0.0,42
2015,2,10,10.05,9.6,41
2015,2,9,9.1,17.4,40
2015,2,8,11.65,1.6,39
2015,2,7,10.65,11.4,38
2015,2,6,11.55,11.8,37
2015,2,5,9.85,26.2,36
2015,2,4,5.75,3.4,35
2015,2,3,7.8,4.2,34
2015,2,2,7.75,3.8,33
2015,2,1,7.05,3.4,32
2015,1,31,4.95,0.0,31
2015,1,30,3.5,0.0,30
2015,1,29,4.94,0.0,29
2015,1,28,6.0,0.0,28
2015,1,27,9.05,0.0,27
2015,1,26,8.44,0.0,26
2015,1,25,9.85,0.0,25
2015,1,24,11.1,9.8,24
2015,1,23,9.75,31.6,23
2015,1,22,6.7,10.8,22
2015,1,21,2.59,0.6,21
2015,1,20,4.75,0.0,20
2015,1,19,6.05,0.2,19
2015,1,18,8.4,16.8,18
2015,1,17,6.0,6.8,17
2015,1,16,9.05,2.8,16
2015,1,15,4.2,6.2,15
2015,1,14,1.15,0.0,14
2015,1,13,3.1,0.0,13
2015,1,12,4.95,0.0,12
2015,1,11,6.6,1.4,11
2015,1,10,6.2,3.2,10
2015,1,9,5.05,1.2,9
2015,1,8,4.19,0.0,8
2015,1,7,5.45,0.0,7
2015,1,6,7.45,0.0,6
2015,1,5,6.94,20.0,5
2015,1,4,4.09,38.0,4
2015,1,3,2.15,2.8,3
2015,1,2,1.85,3.8,2
2015,1,1,-0.9,0.0,1
2014,12,31,-1.45,0.0,365
2014,12,30,-1.8,0.0,364
2014,12,29,1.65,0.0,363
2014,12,28,1.25,0.0,362
2014,12,27,5.0,11.0,361
2014,12,26,3.0,0.0,360
2014,12,25,3.55,0.0,359
2014,12,24,5.0,0.0,358
2014,12,23,6.35,5.8,357
2014,12,22,6.2,0.0,356
2014,12,21,6.6,2.4,355
2014,12,20,7.5,25.6,354
2014,12,19,7.65,4.8,353
2014,12,18,7.8,7.6,352
2014,12,17,6.95,2.4,351
2014,12,16,6.19,3.0,350
2014,12,15,2.1,0.0,349
